中南世纪花城,823,120.92128,31.98079,21066,2016年建成,板塔结合,,
华强城,1932,120.8621,32.04108,16806,2013年建成,板楼,,
华润橡树湾,592,120.94954,31.93067,14166,2013年建成,板楼,,
南通万达广场,,120.8324,32.03619,9811,2016/3/30,塔楼,,
城市嘉苑,444,120.8757,31.98544,20042,2014/12/1,板楼,板塔结合,
优山美地名邸,,120.94936,31.91377,12387,2013/5/30,板楼,,
南通碧桂园,1053,120.95216,31.94137,13619,2015年建成,塔楼,,
凤凰莱茵苑,,120.89503,31.98901,21370,2010年建成,板楼,,
世茂公元,1617,120.94843,31.9359,14827,2015年建成,板楼,,
天安花园,123,120.88226,31.9876,21568,2011/12/1,板楼,,
中南・世纪城,,120.90087,31.97011,22786,2012年建成,板楼,板塔结合,
万通城,,120.93761,32.02109,14092,2009年建成,板塔结合,,
龙田花苑,,120.98353,31.90781,9230,2012年建成,板楼,,
郭里园新村,,120.87503,32.02944,14403,1997年建成,板楼,,
帝奥世伦名郡,59,120.920531,31.998831,16424,2012年建成,板楼,,
天一学士府,,120.89696,31.9971,15022,2015年建成,板楼,,
紫东花苑,,120.90476,32.01309,13708,2011年建成,板塔结合,,
中港翡翠城,522,120.95394,31.91261,12952,2016年建成,板楼,,
景瑞望府,1185,120.9458,31.92694,14322,2015年建成,板楼,板塔结合,
南通雅居乐花园,610,120.96491,31.92572,12958,2016年建成,塔楼,,
绿城玉兰公寓,,120.88471,31.97742,31543,2012年建成,板楼,,
德民花苑,2947,120.89303,32.01917,13619,2008年建成,板塔结合,,
新城小区,,120.88445,31.97857,27222,2007年建成,板塔结合,,
恒盛尚海湾,50,120.88268,31.99453,17991,2014年建成,板楼,板塔结合,
学田苑,,120.88308,32.01105,14776,1995年建成,板楼,,
景瑞御府,622,120.92106,31.96762,14889,2017年建成,板楼,,
新城香溢紫郡,1308,120.84256,32.0666,14140,2016年建成,板塔结合,,
北濠桥东村,,120.86902,32.03225,14174,1997年建成,板楼,,
万濠星城,987,120.86361,31.98701,18103,2015年建成,塔楼,,
苏建花园城,16,120.8957085,32.0200753,17812,2011/8/1,板塔结合,,
星景花园,,120.96898,31.94972,9128,2006年建成,板楼,,
恒盛豪庭,,120.918,32.01432,14543,2012年建成,板楼,,
春天花园,,120.947926,31.905966,11573,2001年建成,板楼,,
军山花园,,120.91125,31.92781,14558,2013年建成,板楼,,
星海花园,,120.94283,31.91018,10660,2008年建成,板楼,,
中海碧林湾,1110,120.82804,32.06553,14551,2016年建成,板楼,,
春晖花园,,120.87423,31.98585,14184,2007年建成,板楼,,
首开紫宸江湾,,121.176918,31.83491707,8347,,,,
竹韵花园,,120.9913,31.9037,8218,2011年建成,板楼,,
育闲花苑,697,120.8732834,32.04889679,16298,2012年建成,板楼,,
银花苑,,120.87928,32.01726,25468,1993年建成,板楼,,
海上传奇,,121.00813,31.83659,9855,,板楼,,
崇川星光域,,120.87483,32.04058,18429,2017/12/1,板塔结合,,
南川园新村,,120.88764,32.00014,12636,1993年建成,板楼,,
世纪新城,,120.91412,31.98542,14123,2008年建成,板楼,,
华润悦景湾,,120.8580399,32.05169678,17156,2013年建成,板楼,,
海尚家园,,120.96776,31.96219,10054,2005年建成,板楼,,
万濠华府,,120.85066,32.01088,19881,2011年建成,板楼,,
优山美地花园,,120.91392,31.93694,13810,,板楼,,
世濠花园,,120.91509,31.99477,13474,2015年建成,板楼,,
新开苑,,120.94308,31.91457,10749,2002年建成,板楼,,
南山国际社区,3091,120.88084,32.05204,14542,2015年建成,板塔结合,,
虹桥新村,,120.84701,32.00218,9867,1988年建成,板楼,,
新建路新村,,120.84988,32.00689,14381,1986年建成,板楼,,
第九园,72,120.96788,32.00032,10639,2012年建成,板塔结合,,
紫东南苑,,120.90113,32.0011,14843,2016年建成,板楼,,
冠城大通棕榈湾,,120.93437,32.01806,17223,2013/12/1,板楼,,
弘阳上城,420,120.924,31.9983,17829,2013年建成,板楼,,
兆丰嘉园,,120.88267,31.98666,21316,2008年建成,板塔结合,,
悦达巴黎公馆,599,120.888019,32.010396,18104,2017年建成,板楼,,
易家桥新村,,120.883877,32.001254,12346,1998年建成,板楼,,
海棠花园,,120.96034,31.95328,11258,2012年建成,板楼,,
保利香槟国际,213,120.83241,32.04205,16206,2013年建成,板楼,,
德诚翰景园,9,120.93587,32.01893,17182,2012年建成,板楼,,
中港城,642,120.84804,32.03986,16480,2013年建成,板楼,,
星怡花园,,120.97888,31.90624,9009,2012年建成,板楼,,
沿海十里蓝院,,121.39117,32.18298,7800,,,,
枫丹酩悦,,121.0027689,31.83867751,10057,,板塔结合,,
锦安花园,,120.87838,31.9937,15300,2009年建成,板楼,,
星富花园,,120.96298,31.95303,9770,2010年建成,板楼,,
苏建名都城,,120.87432,31.99421,21404,2015/3/31,板楼,板塔结合,
世家花园,,120.98999,31.90748,8677,2012年建成,板楼,,
高迪晶城,41,120.82381,32.03216,13229,2011年建成,板楼,,
龙游湖壹号,,120.61185,32.34802,7910,,,,
南通星光耀广场,47,120.89008,31.96679,30738,2015年建成,塔楼,,
尚海城,181,120.86294,32.05253,15843,2012年建成,板楼,,
天山花苑,,120.93686,32.01164,12102,1999年建成,板楼,,
金科城,405,121.00814,31.83999,8327,2014年建成,板楼,,
北城名郡,250,120.87298,32.047,17091,2015年建成,板楼,,
苏建学府雅居,,120.88673,31.97125,31028,2016/6/1,板楼,,
雨润星雨华府,800,120.85365,32.05669,14145,2016年建成,塔楼,,
德诚翠湖湾,747,120.90226,32.01776,21197,2013年建成,板楼,,
天一惠泽苑,,120.90528,32.00059,12552,2014年建成,板楼,,
苏建阳光新城,,120.87843,32.05038,15980,2009/2/1,板楼,,
五洲翡丽湾,,120.49029,32.52833,7302,2015/6/1,板楼,,
城南新村,,120.86727,32.0023,11255,1990年建成,板楼,,
南川园,,120.88972,31.99711,13661,2006年建成,板塔结合,,
山姆永兴佳园,,120.80997,32.0301,10846,2008年建成,板塔结合,,
新桥新村,,120.88533,32.02516,10121,1985年建成,板楼,,
星辰花园,,120.97776,31.90036,8268,2006年建成,板楼,,
湖山源著,,121.1021,32.0585,12402,,板塔结合,,
久强幸福湾,,120.63478,32.39833,6722,,,,
盛和花半里,634,120.89081,32.02675,18149,2017年建成,板楼,,
世茂新界,,120.9515,31.91805,12360,2018年建成,塔楼,,
天一裕景苑,,120.91495,31.98823,14451,2013年建成,板楼,,
外滩小区,,120.83853,32.0013,11008,1998年建成,板楼,,
星嘉花园,,120.95988,31.96434,8806,2000年建成,板楼,,
城山家园,,120.88638,31.96534,18549,2009年建成,板楼,,
景河苑,,120.9144,32.01511,13036,2013年建成,塔楼,,
罗福宫,72,120.96946,32.00219,10103,2012年建成,板楼,,
森大蒂花苑,,120.87976,32.01959,23564,2004年建成,板楼,,
都市华城,,120.84749,32.00988,暂无,2007年建成,板塔结合,,
湖滨华庭,,121.09165,32.05454,11361,2016年建成,板塔结合,,
万科城市之光,144,120.92297,32.01815,18376,2017年建成,板楼,,
首开紫郡,,121.14622,31.8126,8659,,,,
通州时代・尚城,,121.00931,31.91976,8564,,板楼,,
新桥北村,,120.8832,32.02981,10670,1998年建成,板楼,,
东晖花园,,120.9147,32.0201,14455,2011年建成,板塔结合,,
红星天铂,,120.93262,32.00174,16045,2020/6/1,板楼,,
金辉花园,,120.87255,31.98337,12424,2009年建成,板塔结合,,
望江楼小区,,120.87618,32.01899,27158,1991年建成,板楼,,
意邦绿墅湾,14,120.84174,32.04492,16657,2013年建成,板楼,,
颐景苑,,120.86832,31.9859,17050,2015年建成,板楼,,
城港新村,,120.84232,32.0219,10541,1995年建成,板楼,,
富都豪园,,121.07421,32.04146,8232,2015/6/1,板楼,,
润泽嘉园,,120.71274,32.36019,5284,,板楼,,
万达华府,,120.83248,32.03454,18186,2015年建成,塔楼,,
湾子头新寓,,120.87345,32.01636,28233,1997年建成,板楼,,
金鼎湾,191,120.85437,32.00756,22879,2012年建成,板楼,,
碧桂园天玺湾,273,121.09836,32.06063,12209,2016年建成,塔楼,板塔结合,砖楼
文景嘉苑,,120.88247,31.99608,19895,2010年建成,板楼,,
朝晖花园,,120.8692,31.99623,13884,2000年建成,板楼,,
朝阳新村,,120.9606705,31.95067787,12152,2014年建成,板楼,,
光明南村,,120.86377,31.99568,14281,1996年建成,板楼,,
天虹花园,1154,120.89196,32.02408,16736,2009年建成,板塔结合,,
优山美地,151,120.94936,31.91377,13079,2011年建成,板楼,板塔结合,
三里墩花苑,,120.90103,32.01273,15738,,板楼,,
世纪东城,,120.91729,31.98433,14555,2009年建成,板楼,,
万濠世家,276,120.87659,31.98691,21025,2016年建成,板楼,,
星月花园,,120.91893,31.96226,12629,2012年建成,板楼,,
新港花苑,,120.91006,31.95951,14363,2012年建成,板楼,,
凤凰莱茵河畔,2,120.89044,31.98477,22269,2013年建成,板楼,,
江湾国际中心,,120.99594,31.84207,7656,2016/5/21,板塔结合,,
南通壹城水清木华,,120.9106618,31.9474705,19195,2012年建成,板楼,,
天勤家园,1753,120.89465,32.02472,13421,2008年建成,板楼,,
国基桂花小镇,55,120.87603,32.04892,15305,2015年建成,板楼,,
和盛林荫水岸,,120.88438,32.06003,11332,2012年建成,板楼,,
海韵花园,,120.96221,31.94996,11227,2012年建成,板楼,,
金科廊桥水岸,,121.0068691,31.84099472,8065,,板楼,,
南通恒大悦珑湾,,121.0190043,31.91760867,8969,,板楼,,
炜赋星湖邻里,449,120.94367,31.91878,10764,2011年建成,板楼,板塔结合,
学田南苑,,120.88435,32.01054,14288,1999年建成,板楼,,
越江新村,,120.82538,32.02552,11787,2007年建成,板楼,,
大唐金城,436,121.06791,32.04916,9731,2012年建成,板楼,,
融悦华庭,528,120.88317,32.05342,12612,2015年建成,板塔结合,,
学田北苑,,120.88524,32.01855,14031,1998年建成,板楼,,
海门中南世纪城,,121.20596,31.8993,22646,2012年建成,板楼,,
金水湾花园,4,120.90924,31.93109,13102,2011年建成,板楼,,
城港花苑,,120.84494,32.02369,12100,2008年建成,板楼,,
观澜台,,121.10256,32.0602,12145,,板塔结合,,
江海皇都,,121.07605,32.06021,10987,2006年建成,板楼,,
四季春城,,120.92048,31.98341,12565,2016/12/1,板楼,,
同和嘉苑,,120.92209,32.01287,13563,,板楼,,
吴中豪景华庭,422,120.89967,32.01823,19676,2014年建成,板楼,,
银洲皇家学府,,121.65172,31.79635,16074,,板楼,,
濠西园,,120.85365,32.01772,12519,2002年建成,板楼,,
九里香堤,,120.868838,32.062627,18751,,,,
金海岸国际广场,,120.879055,32.044592,9000,2010年建成,板楼,,
天都花苑,,120.89089,31.98691,16402,2006年建成,板塔结合,,
万科濠河传奇,862,120.84419,32.00768,20181,2015年建成,板楼,,
幸福天地,922,120.95143,31.916,14113,2016年建成,板楼,,
纽约时代,,120.86128,32.06347,9954,2015/12/31,板楼,,
世茂九龙庭,,120.956247,31.9194155,12186,2019/12/1,板楼,,
未来锦城,,120.92015,32.0219,15628,2013年建成,板楼,,
万科白鹭郡,,120.8323135,32.07016373,15130,,板楼,,
北濠桥新村,,120.86266,32.02765,11758,1996年建成,板楼,,
金和家园,158,121.07684,32.05498,10392,2011年建成,板楼,,
盛唐公寓,,120.84282,32.0532,11923,2013年建成,板楼,,
天润家园,,120.89409,32.02631,14206,2008年建成,板塔结合,,
百花苑,,120.56268,32.3945,11723,1999年建成,板楼,,
林肯公园,,120.9748119,31.9316565,15390,,板塔结合,,
友谊家园,,120.87259,32.03045,19091,2007年建成,板塔结合,,
城南二村,,120.87205,31.98986,12279,1997年建成,板楼,,
博园岚郡住宅,,120.88225,31.96076,26244,2009年建成,板楼,,
虹桥东村,,120.85111,31.99506,10285,1998年建成,板楼,,
龙潭福里,,120.78847,32.04906,9833,2012年建成,板楼,,
文峰花苑,,120.8801,32.0062,24162,1997年建成,板楼,,
五一新村,,120.89038,31.99059,16429,1998年建成,板楼,,
八角亭,,121.073761,32.07045746,7597,2000年建成,板楼,,
鸿鸣摩尔,52,120.85647,32.04406,9511,2012年建成,板塔结合,,
景华城,74,120.83936,32.01105,17525,2011年建成,板塔结合,,
如皋九龙湾,,120.76931,32.23921,5073,,板楼,,
南园小区,,120.87425,32.01242,26138,1980年建成,板楼,,
文峰新村,,120.87889,32.00586,23936,1997年建成,板楼,,
星湖花园,,120.94205,31.92667,12344,2002年建成,板楼,,
星润花园,,120.95757,31.90518,10878,2009年建成,板楼,,
友谊嘉御龙庭,167,120.86352,32.04731,17608,2011年建成,板楼,,
永和佳苑,,120.82354,32.03841,12232,2006年建成,板楼,,
中天福邸,,120.87527,32.01786,28802,2007年建成,板塔结合,,
公园佳苑,,120.82107,32.06572,12084,2008年建成,板楼,,
虹桥南村,,120.84513,31.99743,9183,1993年建成,板楼,,
江景瑞园,,121.01334,31.831,7219,,板楼,,
怡园佳苑,,120.83939,32.049,12376,2010年建成,板楼,,
学田中南苑,,120.88535,32.01624,14881,1997年建成,板楼,,
御景澜庭,,120.86565,32.05261,暂无,2015年建成,板楼,,
滨河东城,,120.91984,32.01921,9559,2006年建成,板塔结合,,
江山鼎,266,120.91583,31.95179,13035,2015年建成,板塔结合,,
佳源都市,,121.05703,32.08347,8497,,塔楼,,
江景花园,,120.71747,32.05731,8468,2013年建成,板楼,,
曙光福里,,120.8153,32.02609,11500,2013年建成,板楼,,
星竹花园,,120.98312,31.8992,8385,2009年建成,板楼,,
碧桂园・翡翠华府,144,120.92251,31.98812,23518,2018年建成,塔楼,,
翰林府,72,120.87567,32.01279,32493,2011年建成,板楼,,
山景水岸,432,120.9141,31.94968,15813,2014年建成,板塔结合,,
万顷良田B区,,121.1019287,32.08927155,8413,2014年建成,板楼,,
五山家园,,120.90281,31.96408,14109,2009年建成,板楼,,
鑫城南苑,,120.94145,32.00189,暂无,,板楼,,
新海通花园,,120.87823,32.01338,23031,1999年建成,板楼,,
益兴名流府,331,120.88491,31.98479,26600,2012年建成,板楼,,
水榭花都,,121.06498,32.06108,10943,2009年建成,板楼,,
书香华府,364,121.06291,32.05098,10766,2016年建成,板塔结合,,
五洲御锦城,836,120.86362,32.03509,19008,2014年建成,板楼,,
学田东苑,,120.89455,32.01687,14731,1998年建成,板楼,,
虹桥北村,,120.84568,32.00524,10333,1997年建成,板楼,,
恒隆国际广场,,120.88764,31.97904,14107,2014年建成,板塔结合,,
名都广场,,120.86692,32.01066,22490,2007年建成,板塔结合,,
水榭花城,172,121.05246,32.0827,12125,2015年建成,板楼,,
幸福新居,,120.83664,32.08489,9260,,板楼,,
涌鑫八达通广场,,120.91932,32.00355,8024,2014年建成,板楼,,
印力中心,297,120.88854,31.98755,19835,,板楼,,
百家花苑,,121.07703,32.05367,7165,2000年建成,板楼,,
青年路新村,,120.85806,32.0053,15514,1983年建成,板楼,,
万科公园里,756,120.86348,32.05533,16755,2017年建成,板楼,,
万顷良田C区,,121.101929,32.089272,8825,2013年建成,板楼,,
幸福人家,,120.84348,32.08644,10255,2013年建成,板楼,,
怡居北苑,,120.84532,32.05065,10385,2009年建成,板楼,,
白家园,,120.86637,32.00897,29180,1996年建成,板楼,,
凤凰新城,,120.35825,32.64185,4216,2017年建成,板楼,,
富民新村,,120.93395,31.9188,8903,1992年建成,板楼,,
景瑞十八号,,120.9465714,31.92699814,15116,2013年建成,板楼,,
南通紫竹苑,,120.85579,32.00186,14126,2002年建成,板楼,,
尚德城邦,,120.85624,32.03132,16134,2009年建成,板楼,,
炜赋花苑,,120.91918,31.96542,13757,2012年建成,板楼,,
星盛花园,,120.95856,31.90928,11700,2007年建成,板楼,,
怡园北村,,120.84892,32.04792,11624,2003年建成,板楼,,
滨江丽都桥语,,121.00368,31.84,7836,2014/6/1,板楼,,
富新园,,120.9352255,31.91673897,暂无,1994年建成,板楼,,
公园南苑,,120.8256,32.06109,12147,2015年建成,板楼,,
虹桥新苑,,120.84281,31.99674,10683,2003年建成,板楼,,
江景苑,,120.8532,31.99592,13581,2016年建成,板楼,,
盛和永兴花苑,,120.8225,32.03506,10390,2007年建成,板楼,,
幸福锦园,,120.84922,32.08525,8903,2012年建成,板楼,,
中海・上林院,,120.92203,31.98362,25220,2015年建成,板楼,,
紫荆花园,,120.9414,31.91675,9915,2003年建成,板楼,,
达欣祥和湾,,120.38915,32.51142,5522,,板楼,,
凤凰文化广场,643,120.89743,31.97568,18211,2014年建成,塔楼,,
光明新村,,120.86083,32.00095,13030,1993年建成,板楼,,
光明东村,,120.86451,32.00045,13640,1995年建成,板楼,,
豪天花苑,,120.58427,32.10428,5401,,,,
海港新村,,120.88101,31.97927,17550,2001年建成,板楼,,
仁和锦居,,120.79901,32.08841,8548,2006年建成,板楼,,
润华国际中心,26,120.95103,31.92701,11039,2011年建成,板塔结合,,
文华名邸,889,120.94007,32.01595,15149,2011年建成,板楼,,
五洲国际广场,,120.86288,32.03288,9925,2014年建成,板楼,,
怡园锦居,,120.85066,32.04507,12037,2009年建成,板楼,,
中南七星花园,,120.90134,31.96787,26541,2009年建成,板楼,,
北城一品,91,120.86164,32.05556,11586,2012年建成,板楼,,
春风南岸,,120.962381,31.940694,14006,,板塔结合,,
明珠花园,,120.94276,31.9184,11085,2005年建成,板楼,,
万科金域蓝湾,,120.86333,32.04985,18648,2014年建成,板楼,,
幸福新城,,120.83414,32.07095,12660,2014年建成,板楼,,
银河湾,,121.05457,32.07319,9630,2015/5/1,板楼,,
云公馆,,120.89387,31.97034,13160,2016年建成,板楼,板塔结合,
中南熙悦,,120.9569014,31.94259847,14338,2019/12/1,板楼,,
城南小苑,,120.87642,31.99197,12902,1998年建成,板楼,,
东城花园,,120.91899,32.01801,12663,2009年建成,板楼,,
恒大海上威尼斯,72,121.92669,31.72096,14589,2013年建成,板楼,,
教育新村,,120.89661,32.00686,13295,1999年建成,板楼,,
江海佳苑,,120.88354,32.04695,12337,2014年建成,板楼,,
莲花苑,,120.87422,32.02221,17790,2001年建成,板楼,,
南辰濠郡,,120.87861,32.03192,18630,,板楼,,
五山花苑,,120.90319,31.95963,14474,2010年建成,板塔结合,,
长航地中海花园,,120.82475,32.03564,12797,2010年建成,板楼,,
江景国际,,120.8269,32.01355,12215,2015/12/30,板楼,,
书院坊,,120.93813,32.01587,14041,2011年建成,板楼,,
唐闸公园二村,,120.81659,32.0702,10793,2010年建成,板楼,,
永怡家园,,120.84052,32.04769,13612,2015年建成,板楼,,
御景湾,101,121.05831,32.08033,9070,2012年建成,塔楼,,
晨苑,,120.8485,32.0192,11523,1999年建成,板楼,,
瑞兴花园,,120.98757,31.90025,8642,,板楼,,
华德名人世家,144,121.07605,32.05162,9536,2011年建成,板塔结合,,
金桥花园,,121.05793,32.05301,9546,2010年建成,板楼,,
绿地新都会,691,120.91006,32.02167,18334,2016/12/1,板楼,,
天馨花苑,,120.87843,32.01809,25691,2004年建成,板楼,,
五山新苑,,120.89608,31.9615,14410,2008年建成,板楼,,
万科白鹭湾,,121.002066,31.830496,10562,,板塔结合,,
文峰北苑,,120.87988,32.01104,23882,2000年建成,板楼,,
星通花园,,120.9178,31.94512,10961,2008年建成,板楼,,
星宇花园,,120.91897,31.94903,11103,2007年建成,板楼,,
远创樾府,,120.8328,32.07754,13645,,板楼,,
曲新花苑,,120.33113,32.49393,暂无,,,,
仁和景苑,150,120.93794,32.05105,9932,2015年建成,板塔结合,,
鑫湖国贸中心,732,120.9577,31.92808,6925,2014年建成,塔楼,,
星海花园菁英汇,,120.9444791,31.90812238,11714,2008年建成,板楼,,
怡园新苑,,120.84686,32.05213,11209,2001年建成,板楼,,
长江紫园,,121.2391278,31.89405222,8216,2015年建成,板楼,,
海门金凤花园,,121.35586,31.99172,6195,2016年建成,板楼,,
和兴花苑,,120.88019,32.01708,24884,2001年建成,板楼,,
佳期漫,,120.92826,32.02027,21046,,板楼,,
军山汇贤居,,120.91265,31.94255,14160,2011年建成,板楼,,
绿洲国际,,120.85917,32.05541,10856,2014年建成,板塔结合,,
龙湖佳苑,,120.79187,32.05024,9246,2016年建成,板楼,,
南通1912,,120.83536,32.0357,18382,2019/12/31,板楼,,
时代悦城,,120.9165858,32.00411074,18496,,板楼,,
盛鑫金桥世家,,121.06423,32.05406,9846,2011年建成,板楼,,
外滩北苑,,120.83563,32.00766,13697,2007年建成,板塔结合,,
中港金座,,120.8477631,32.04246521,10124,2016/5/8,板塔结合,,
北郭东村,,120.87878,32.02596,14317,1997年建成,板楼,,
滨江花园,,120.88512,31.9611,11505,2005年建成,板楼,,
百花军宅苑,,120.85551,32.0278,12894,2001年建成,板楼,,
大南新村,,120.81311,32.06069,5032,1996年建成,板楼,,
金色城品,,121.06953,32.056,11907,2012年建成,板楼,,
金鑫苑,,120.88662,32.0021,13861,1999年建成,板楼,,
启秀花园,,120.8731,32.00722,25572,2002年建成,板楼,,
曙光新村,,120.8176187,32.02205702,9117,1993年建成,板楼,,
森松花园,244,120.58983,32.09647,4029,2013年建成,板楼,,
万林名都城,,120.54713,32.39355,6330,2014年建成,塔楼,,
新苑华庭,,120.80613,32.05589,10987,2011年建成,板楼,,
怡安花苑,,120.87415,31.9985,14302,2006年建成,板楼,,
圆融广场,277,120.88342,32.00555,30485,2013年建成,板楼,,
中瑾翰铂府,104,121.08295,32.09541,10597,2014年建成,板楼,,
中瑾世纪城,,121.06976,32.05853,10752,2008年建成,板楼,,
城市名人花园,,120.88694,32.01985169,15310,2011年建成,板楼,,
和谐怡园汇景,,120.8376083,32.05146027,12395,2008年建成,板楼,,
金通家园,4,121.05861,32.06029,9176,2015年建成,板塔结合,,
金飞达名郡,,120.88313,32.02472,18551,2010年建成,板楼,,
